Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
1972-0015-PHL,1972,0015,Natural,Meteorological,Storm,Tropical cyclone,,Kit (Asiang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Visayan Islands,,,,,,,,,Kph,,,,,1972,1,6,1972,1,6,204,28,,,28,,,23000,16.35652475
1972-0040-PHL,1972,0040,Natural,Meteorological,Storm,Tropical cyclone,,Ora,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,South Luzon,,,,,,,,,Kph,,,,,1972,6,23,1972,6,23,131,,385000,,385000,,,15000,16.35652475
1972-0064-PHL,1972,0064,Natural,Meteorological,Storm,Tropical cyclone,,Therese (Undang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"South, Misamis province",,,,Yes,,,,,Kph,,,,,1972,12,3,1972,12,3,100,650,80000,27000,107650,,,10000,16.35652475
1972-0042-PHL,1972,0042,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Central, NorthLuzon",,,,Yes,,,,,Km2,,,,,1972,7,,1972,7,,653,,2400000,370647,2770647,,,220000,16.35652475
1973-0017-PHL,1973,0017,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Luzon, Tablas Is., Quezon city, Calaug, Lopez, Guiayangan",,,,,,,,7,Richter,13.372,122.787,16:30,,1973,3,17,1973,3,17,14,64,,,64,,,450,17.36698602
1973-0042-PHL,1973,0042,Natural,Meteorological,Storm,Tropical cyclone,,Nora (Luming),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Northern Luzon,,,,,,,,,Kph,,,,,1973,10,4,1973,10,4,26,,,,,,,2000,17.36698602
1973-0044-PHL,1973,0044,Natural,Meteorological,Storm,Tropical cyclone,,Ruth,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Central Luzon,,,,,,,,,Kph,,,,,1973,10,14,1973,10,14,50,,,45000,45000,,,5000,17.36698602
1973-0049-PHL,1973,0049,Natural,Meteorological,Storm,Tropical cyclone,,Vera,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"(1) Central, (2) Capiz province",,,,Yes,,,,,Kph,,,,,1973,11,20,1973,11,20,270,24,3400000,,3400024,,,,17.36698602
1973-0083-PHL,1973,0083,Natural,Hydrological,Flood,,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Cotabato,,,,,,,,,Km2,,,,,1973,9,7,1973,9,7,3,,5000,,5000,,,493,17.36698602
1974-0040-MMR,1974,0040,Natural,Hydrological,Flood,Riverine flood,,,Affect,Myanmar,MMR,South-Eastern Asia,Asia,"Myitkyina, Mandalay, Sagaing, Nyaungu, Minbu, Prome, Henzada (Central Burma)",,,,Yes,,,,,Km2,,,,,1974,7,15,1974,7,15,,,1400000,,1400000,,,,19.28687447
1974-0029-PHL,1974,0029,Natural,Meteorological,Storm,Tropical cyclone,,Dinah (Bising),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Luzon,,,,,,,,,Kph,,,,,1974,6,8,1974,6,8,106,,1367,,1367,,,1000,19.28687447
1974-0038-PHL,1974,0038,Natural,Meteorological,Storm,Tropical cyclone,,Ivy (Iliang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Luzon,,,,,,,,,Kph,,,,,1974,7,17,1974,7,17,21,16,2400,140,2556,,,2000,19.28687447
1974-0051-PHL,1974,0051,Natural,Meteorological,Storm,Tropical cyclone,,Bess (Susang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,North Luzon,,,,,,,,,Kph,,,,,1974,10,10,1974,10,10,26,40,7142,,7182,,,9200,19.28687447
1974-0052-PHL,1974,0052,Natural,Meteorological,Storm,Tropical cyclone,,Carmen (Tering),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Luzon,,,,,,,,,Kph,,,,,1974,10,15,1974,10,15,13,9,7776,,7785,,,11600,19.28687447
1974-0054-PHL,1974,0054,Natural,Meteorological,Storm,Tropical cyclone,,Elaine (Wening),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Luzon,,,,,,,,,Kph,,,,,1974,10,25,1974,10,25,23,50,55575,,55625,,,21000,19.28687447
1974-0056-PHL,1974,0056,Natural,Meteorological,Storm,Tropical cyclone,,Gloria (Aning),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,North Luzon,,,,,,,,,Kph,,,,,1974,11,4,1974,11,4,3,2,22835,1301,24138,,,3200,19.28687447
1974-0058-PHL,1974,0058,Natural,Meteorological,Storm,Tropical cyclone,,Irma (Bidang),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,South Luzon,,,,,,,,,Kph,,,,,1974,11,23,1974,11,23,11,,,5000,5000,,,7300,19.28687447
1974-0039-PHL,1974,0039,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Central Luzon,,,,Yes,,,,,Km2,,,,,1974,8,,1974,8,,94,,1200000,,1200000,,,17800,19.28687447
1974-0079-PHL,1974,0079,Natural,Hydrological,Flood,,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Agusan Del Norte,,,,,,,,,Km2,,,,,1974,2,11,1974,2,11,,,1823,,1823,,,,19.28687447
1975-0139-MMR,1975,0139,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,Myanmar,MMR,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1975,5,,1975,5,,200,,,,,,,,21.05030752
1975-0077-PHL,1975,0077,Natural,Meteorological,Storm,Tropical cyclone,,Lola (Auring),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Mindanao,,,,,,,,,Kph,,,,,1975,1,22,1975,1,22,39,8,4518,698,5224,,,2161,21.05030752
1975-0080-PHL,1975,0080,Natural,Hydrological,Flood,,,,Govern,Philippines (the),PHL,South-Eastern Asia,Asia,Davao Del Norte,,,,,,,,,Km2,,,,,1975,3,3,1975,3,3,,,99,,99,,,,21.05030752
1975-0081-PHL,1975,0081,Natural,Biological,Insect infestation,,,,Govern,Philippines (the),PHL,South-Eastern Asia,Asia,Davao Del Sur and Norte,,,,,,,,,,,,,,1975,3,4,1975,3,4,,,,,,,,925,21.05030752
1975-0012-THA,1975,0012,Natural,Hydrological,Flood,,,,Kill,Thailand,THA,South-Eastern Asia,Asia,South,,,,Yes,,,,,Km2,,,,,1975,1,3,1975,1,3,239,93,3000000,,3000093,,,45000,21.05030752
1976-0054-PHL,1976,0054,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Gulf of Moro, Sulu (Mindanao)",,Tsunami/Tidal wave,,Yes,,,,8,Richter,6.262,124.023,00:11,,1976,8,17,1976,8,17,6000,6348,175000,,181348,,,134000,22.25960139
1976-0156-MMR,1976,0156,Natural,Hydrological,Flood,,,,Affect,Myanmar,MMR,South-Eastern Asia,Asia,"Arakan, Magwe divisions",,,,,,,,,Km2,,,,,1976,6,,1976,6,,,,,200000,200000,,,,22.25960139
1976-0061-PHL,1976,0061,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Taal,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,40 miles South Manilla,,,,,,,,,,,,,,1976,9,3,1976,9,3,,,11510,,11510,,,679,22.25960139
1976-0091-PHL,1976,0091,Natural,Hydrological,Flood,Flash flood,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Misamis Oriental,,,,,,,,,Km2,,,,,1976,1,25,1976,1,25,8,,1565,,1565,,,,22.25960139
1976-0095-PHL,1976,0095,Natural,Hydrological,Flood,Flash flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Capz, Aklan",,,,,,,,,Km2,,,,,1976,11,30,1976,11,30,10,,14313,,14313,,,1553,22.25960139
1976-0038-PHL,1976,0038,Natural,Meteorological,Storm,Tropical cyclone,,Olga (Didang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Luzon, Manila",,,,Yes,,,,,Kph,,,,,1976,5,17,1976,5,17,274,,2700000,,2700000,,,85000,22.25960139
1976-0086-PHL,1976,0086,Natural,Meteorological,Storm,Tropical cyclone,,Ruby (Huaning),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1976,6,22,1976,6,22,3,,2702,110,2812,,,84100,22.25960139
1976-0089-PHL,1976,0089,Natural,Meteorological,Storm,Tropical cyclone,,Nora (Aring),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1976,12,2,1976,12,2,110,17,1741,,1758,,,9326,22.25960139
1977-9029-LAO,1977,9029,Natural,Climatological,Drought,Drought,,,,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,Southern provinces,,,,,,,,,Km2,,,,,1977,,,1977,,,,,3500000,,3500000,,,,23.706851
1977-0111-MMR,1977,0111,Natural,Hydrological,Flood,,,,Affect,Myanmar,MMR,South-Eastern Asia,Asia,Central,,,,,,,,,Km2,,,,,1977,9,,1977,9,,3,,3000,,3000,,,,23.706851
1977-0065-MYS,1977,0065,Natural,Biological,Epidemic,Bacterial disease,,Typhoid,OFDA,Malaysia,MYS,South-Eastern Asia,Asia,,,,,,,,,,Vaccinated,,,,,1977,5,,1977,5,,,,50,,50,,,,23.706851
1977-0050-PHL,1977,0050,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Cagayan (N.E. Luzon),,,,,,,,7,Richter,16.773,122.327,05:43,,1977,3,19,1977,3,19,1,30,60000,,60030,,,100,23.706851
1977-0119-PHL,1977,0119,Natural,Meteorological,Storm,Tropical cyclone,,Dinah (Openg),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Northern,,,,,,,,,Kph,,,,,1977,9,15,1977,9,15,60,,5000,,5000,,,800,23.706851
1977-0134-PHL,1977,0134,Natural,Meteorological,Storm,Tropical cyclone,,Kim (Unding),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,North Luzon,,,,,,,,,Kph,,,,,1977,11,14,1977,11,14,40,115,133141,15679,148935,,,3600,23.706851
1977-0155-PHL,1977,0155,Natural,Meteorological,Storm,Tropical cyclone,,(Elang),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1977,7,16,1977,7,16,4,3,860,,863,,,,23.706851
1977-0157-PHL,1977,0157,Natural,Meteorological,Storm,Tropical cyclone,,(Ibiang),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1977,8,17,1977,8,17,,,921,,921,,,25,23.706851
1977-0114-PHL,1977,0114,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Declar,Philippines (the),PHL,South-Eastern Asia,Asia,Benguet,,,,,,,,,Vaccinated,,,,,1977,9,,1977,9,,7,,15,,15,,,,23.706851
1977-0162-PHL,1977,0162,Natural,Biological,Epidemic,Parasitic disease,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Palawan,,,,,,,,,Vaccinated,,,,,1977,3,11,1977,3,11,50,,666,,666,,,,23.706851
1977-0164-PHL,1977,0164,Natural,Biological,Epidemic,Viral disease,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Davao City,,,,,,,,,Vaccinated,,,,,1977,3,23,1977,3,23,18,,,,,,,,23.706851
1977-0086-PHL,1977,0086,Natural,Meteorological,Storm,,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Central, North",,,,,,,,,Kph,,,,,1977,7,18,1977,7,18,,,2500,,2500,,,,23.706851
1977-0096-PHL,1977,0096,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Manila,,,,,,,,,Km2,,,,,1977,8,,1977,8,,10,,4300,,4300,,,,23.706851
1977-0097-PHL,1977,0097,Natural,Hydrological,Flood,,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Mindanao,,,,,,,,,Km2,,,,,1977,8,,1977,8,,,,1500,,1500,,,,23.706851
1977-0161-PHL,1977,0161,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Mindanao,,,,,,,,,Km2,,,,,1977,2,22,1977,2,22,14,,1499,,1499,,,1913,23.706851
1977-0123-THA,1977,0123,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Kill,Thailand,THA,South-Eastern Asia,Asia,,,,,,,,,,Vaccinated,,,,,1977,10,,1977,10,,100,,2800,,2800,,,,23.706851
1978-0107-LAO,1978,0107,Natural,Hydrological,Flood,,,,Kill,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,"Southern, Central",,,,Yes,,,,,Km2,,,,,1978,8,,1978,8,,31,,459000,,459000,,,,25.51591532
1978-0070-MMR,1978,0070,Natural,Meteorological,Storm,Tropical cyclone,,,Affect,Myanmar,MMR,South-Eastern Asia,Asia,Arakan division,,,,,,,,,Kph,,,,,1978,5,17,1978,5,17,,,78000,54000,132000,,,,25.51591532
1978-0066-PHL,1978,0066,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Mayon,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Albay province,,,,,,,,,,,,,,1978,5,,1978,5,,,,25000,,25000,,,,25.51591532
1978-0101-PHL,1978,0101,Natural,Geophysical,Volcanic activity,Ash fall,,Bulusan,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Central,,,,,,,,,,,,,,1978,8,,1978,8,,,,1000,,1000,,,,25.51591532
1978-0058-PHL,1978,0058,Natural,Meteorological,Storm,Tropical cyclone,,Caroline,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Central,,,,,,,,,Kph,,,,,1978,4,22,1978,4,22,,,2500,,2500,,,,25.51591532
1978-0065-PHL,1978,0065,Natural,Biological,Epidemic,Viral disease,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,East Samar,,,,,,,,,Vaccinated,,,,,1978,5,,1978,5,,17,,,,,,,,25.51591532
1978-0102-PHL,1978,0102,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Northern,,,,,,,,,Km2,,,,,1978,8,,1978,8,,53,,1000,,1000,,,,25.51591532
1978-0106-THA,1978,0106,Natural,Hydrological,Flood,,,,Kill,Thailand,THA,South-Eastern Asia,Asia,"North, Central, North East provinces",,,,Yes,,,,,Km2,,,,,1978,8,,1978,8,,96,400,1628000,,1628400,,,400000,25.51591532
1964-0063-VNM,1964,0063,Natural,Meteorological,Storm,Tropical cyclone,,Iris,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,China sea coast,,,,Yes,No,No,,,Kph,,,,,1964,9,,1964,11,,7000,,700000,,700000,,,50000,12.13211749
1964-0004-VNM,1964,0004,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Saigon, Mekong delta",,,,Yes,,,,,Vaccinated,,,,,1964,1,1,1964,1,1,598,,10848,,10848,,,,12.13211749
1964-0102-VNM,1964,0102,Natural,Hydrological,Flood,,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,,,,,,,,,,Km2,,,,,1964,12,,1964,12,,400,,,,,,,,12.13211749
1966-0070-VNM,1966,0070,Natural,Hydrological,Flood,Riverine flood,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,Near Cambodia border,,,,Yes,,,,,Km2,,,,,1966,9,20,1966,9,20,31,,125541,70361,195902,,,10000,12.69602817
1970-0059-VNM,1970,0059,Natural,Hydrological,Flood,,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,North,,,,,,,,,Km2,,,,,1970,10,26,1970,10,26,237,,204000,,204000,,,,15.18633546
1971-0029-VNM,1971,0029,Natural,Meteorological,Storm,Tropical cyclone,,Wanda,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,Quang Ngai province,,,,,,,,,Kph,,,,,1971,5,1,1971,5,1,23,,50000,,50000,,,,15.83825463
1971-0057-VNM,1971,0057,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,North,,,,,,,,,Kph,,,,,1971,10,23,1971,10,23,89,,,,,,,,15.83825463
1973-0047-VNM,1973,0047,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,Binh Dinh,,,,,,,,,Kph,,,,,1973,11,10,1973,11,10,100,,150000,,150000,,,,17.36698602
1977-0088-VNM,1977,0088,Natural,Meteorological,Storm,Tropical cyclone,,Sarah,Affect,Viet Nam,VNM,South-Eastern Asia,Asia,Haiphong,,,,,,,,,Kph,,,,,1977,7,22,1977,7,22,,,1000,,1000,,,,23.706851
1978-0105-VNM,1978,0105,Natural,Hydrological,Flood,Riverine flood,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,Mekong Delta,,,,,,,,,Km2,,,,,1978,8,,1978,8,,74,,4000000,79000,4079000,,,,25.51591532
1978-9002-IDN,1978,9002,Natural,Climatological,Drought,Drought,,,,Indonesia,IDN,South-Eastern Asia,Asia,Flores (Tilor Isl.),,Storm,,Yes,No,No,,,Km2,,,,,1978,4,,1978,,,63,,17220,,17220,,,1200,25.51591532
1978-0138-IDN,1978,0138,Natural,Hydrological,Flood,,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,Sumatra,,,,,,,,,Km2,,,,,1978,12,,1978,12,,,,200000,,200000,,,,25.51591532
1978-0142-IDN,1978,0142,Natural,Hydrological,Flood,,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,Aceh,,,,Yes,,,,,Km2,,,,,1978,12,17,1978,12,17,8,,51600,15000,66600,,,,25.51591532
1978-0139-MYS,1978,0139,Natural,Hydrological,Flood,,,,Affect,Malaysia,MYS,South-Eastern Asia,Asia,Johore Bahru,,,,,,,,,Km2,,,,,1978,12,,1978,12,,,,3000,,3000,,,,25.51591532
1978-0169-PHL,1978,0169,Natural,Hydrological,Landslide,Landslide,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Subic,,,,,,,,,,,,,,1978,8,13,1978,8,13,22,7,,,7,,,,25.51591532
1978-0124-PHL,1978,0124,Natural,Meteorological,Storm,Tropical cyclone,,Nina,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Manila,,,,,,,,,Kph,,,,,1978,10,9,1978,10,9,59,,50000,,50000,,,,25.51591532
1978-0126-PHL,1978,0126,Natural,Meteorological,Storm,Tropical cyclone,,Rita (Kading),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Central Luzon, Manilla",,,,,No,No,,185,Kph,,,,,1978,10,26,1978,10,26,340,749,1500000,,1500749,,,115000,25.51591532
1978-0158-PHL,1978,0158,Natural,Meteorological,Storm,Tropical cyclone,,(Atang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1978,4,18,1978,4,18,66,47,64638,17157,81842,,,33254,25.51591532
1978-0159-PHL,1978,0159,Natural,Meteorological,Storm,Tropical cyclone,,(Heling),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Luzon (including Manila),,,,,,,,,Kph,,,,,1978,8,9,1978,8,9,49,12,42402,,42414,,,3515,25.51591532
1978-0160-PHL,1978,0160,Natural,Meteorological,Storm,Tropical cyclone,,Elaine (Miding),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1978,8,20,1978,8,20,47,4,150331,608,150943,,,11809,25.51591532
1978-0161-PHL,1978,0161,Natural,Meteorological,Storm,Tropical cyclone,,(Weling),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1978,9,24,1978,9,24,32,20,18735,5146,23901,,,13989,25.51591532
1978-0162-PHL,1978,0162,Natural,Meteorological,Storm,Tropical cyclone,,(Yaning),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1978,10,7,1978,10,7,24,2,6182,,6184,,,11893,25.51591532
1978-0165-PHL,1978,0165,Natural,Meteorological,Storm,Tropical cyclone,,(Garding),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1978,12,14,1978,12,14,,,381,,381,,,624,25.51591532
1978-9167-PHL,1978,9167,Natural,Climatological,Drought,Drought,,,,Philippines (the),PHL,South-Eastern Asia,Asia,Santos City,,,,,,,,,Km2,,,,,1978,2,,1978,,,,,3665,,3665,,,,25.51591532
1978-0168-PHL,1978,0168,Natural,Hydrological,Flood,,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Jipapad (Eastern Samar),,,,,,,,,Km2,,,,,1978,2,2,1978,2,2,,,1500,,1500,,,,25.51591532
1979-0086-IDN,1979,0086,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,"Yapen, Jobi (Irian Jaja)",,Tsunami/Tidal wave,,,,,,8,Richter,-1.679,136.04,12:17,,1979,9,12,1979,9,12,2,5,5000,,5005,,,,28.3875989
1979-0066-IDN,1979,0066,Natural,Geophysical,Earthquake,Tsunami,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Lomblen Island,Earthquake and landslide,Tsunami/Tidal wave,,,,,,,Richter,8.8,123.5,,,1979,7,18,1979,7,18,539,23,,,23,,,,28.3875989
1979-0054-IDN,1979,0054,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Lombok Island (Sumabxa Isl. region),,,,,No,No,,6,Richter,8.21 S,115.95 E,,,1979,5,30,1979,5,30,34,48,18000,18000,36048,,,4150,28.3875989
1979-0102-IDN,1979,0102,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,West Java,,,,,,,,6,Richter,-7.656,108.252,22:53,,1979,11,2,1979,11,2,26,200,43000,,43200,,,16000,28.3875989
1979-0114-IDN,1979,0114,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,Bengkulu area (South Sumatra),,,,,,,,7,Richter,-3.299,102.712,07:02,,1979,12,15,1979,12,15,5,,1500,,1500,,,,28.3875989
1979-0115-IDN,1979,0115,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Bali, Lombok",,,,,,,,6,Richter,-8.39,115.889,03:58,,1979,12,18,1979,12,18,32,619,,,619,,,,28.3875989
1979-0027-IDN,1979,0027,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Sinila,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Dieng plain (Central Java),,,,,,,,,,,,,,1979,2,20,1979,2,20,175,1000,17000,10000,28000,,,,28.3875989
1979-0269-IDN,1979,0269,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Merapi,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Merapi (Ouest Sumatra),,,,,,,,,,,,,,1979,5,,1979,5,,82,,,,,,,,28.3875989
1979-0262-IDN,1979,0262,Natural,Hydrological,Landslide,Landslide,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Ciherang,,,,,,,,,,,,,,1979,5,29,1979,5,29,23,6,,,6,,,,28.3875989
1979-0028-IDN,1979,0028,Natural,Hydrological,Flood,,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Flores Island,,,,Yes,,,,,Km2,,,,,1979,2,27,1979,2,27,128,350,20000,4000,24350,,,3200,28.3875989
1979-0046-IDN,1979,0046,Natural,Hydrological,Flood,,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,West Java,,,,,,,,,Km2,,,,,1979,5,,1979,5,,23,,4500,,4500,,,,28.3875989
1979-0057-IDN,1979,0057,Natural,Hydrological,Flood,,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Borneo,,,,,,,,,Km2,,,,,1979,6,,1979,6,,13,,6000,,6000,,,,28.3875989
1979-0023-MMR,1979,0023,Natural,Climatological,Wildfire,Forest fire,,,Affect,Myanmar,MMR,South-Eastern Asia,Asia,,,,,Yes,,,,,Km2,,,,,1979,2,,1979,2,,,,30000,,30000,,,11000,28.3875989
1979-0092-MMR,1979,0092,Natural,Hydrological,Flood,,,,Affect,Myanmar,MMR,South-Eastern Asia,Asia,Kachin state,,,,,,,,,Km2,,,,,1979,10,,1979,10,,,,10000,,10000,,,,28.3875989
1979-0138-PHL,1979,0138,Natural,Hydrological,Flood,Flash flood,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Cotabato,,,,,,,,,Km2,,,,,1979,7,16,1979,7,16,,,16000,,16000,,,6983,28.3875989
1979-0040-PHL,1979,0040,Natural,Meteorological,Storm,Tropical cyclone,,Cecil,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Leyte,,,,,,,,,Kph,,,,,1979,4,15,1979,4,15,18,49,480000,44500,524549,,,10000,28.3875989
1979-0077-PHL,1979,0077,Natural,Meteorological,Storm,Tropical cyclone,,Irving,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Northern,,,,,,,,,Kph,,,,,1979,8,12,1979,8,12,6,1,,10000,10001,,,,28.3875989
1979-0133-PHL,1979,0133,Natural,Meteorological,Storm,Tropical cyclone,,(Mameng),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1979,8,9,1979,8,9,24,5,34098,7035,41138,,,6100,28.3875989
1979-0134-PHL,1979,0134,Natural,Meteorological,Storm,Tropical cyclone,,(Pepang),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1979,9,16,1979,9,16,8,,3722,,3722,,,9733,28.3875989
1979-0137-PHL,1979,0137,Natural,Meteorological,Storm,Tropical cyclone,,(Yayang),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1979,11,4,1979,11,4,6,1,6110,,6111,,,617,28.3875989
1980-0088-IDN,1980,0088,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,Ternate (Moluccas),,,,,,,,,Richter,,,,,1980,9,5,1980,9,5,,,20000,,20000,,,,32.23389323
1980-0317-IDN,1980,0317,Natural,Geophysical,Volcanic activity,Ash fall,,Gamalama,Affect,Indonesia,IDN,South-Eastern Asia,Asia,Ternate Isl.,,,,,,,,,,,,,,1980,9,4,1980,9,4,,,52235,,52235,,,,32.23389323
1980-0105-IDN,1980,0105,Natural,Hydrological,Landslide,Landslide,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Talaga,,,,,,,,,,,,,,1980,12,,1980,12,,100,10,,3000,3010,,,,32.23389323
1980-0315-IDN,1980,0315,Natural,Meteorological,Storm,Tropical cyclone,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,West Java,,,,,,,,,Kph,,,,,1980,2,15,1980,2,15,,,,800,800,,,,32.23389323
1980-0110-IDN,1980,0110,Natural,Hydrological,Flood,,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Central Java,,,,Yes,,,,,Km2,,,,,1980,12,26,1980,12,26,153,,2946,,2946,,,3400,32.23389323
1980-0314-PHL,1980,0314,Natural,Geophysical,Mass movement (dry),Rockfall,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Santa Fe (Vizcaya Province),,,,,,,,,,,,,,1980,11,11,1980,11,11,50,,,,,,,,32.23389323
